Drug1_name,Drug1_CID,Drug2_name,Drug2_CID,HSA,Bliss,Loewe,ZIP,Source_DB,DB_ID
MK-4541,59691338,ZOLINZA,5311,3.13,1.13,-14.0,-0.45,DrugcombDB,61081
dacarbazine,135398738,cis-Platin,441203,-0.75,9.51,-1.99,1.85,DrugcombPortal,304528
957054-30-7,17755052,Saracatinib,10302451,5.72,8.36,2.74,5.17,DrugcombPortal,1204057
ABIRATERONE,132971,MITOXANTRONE,4212,14.77,10.66,11.22,6.87,DrugcombDB,314219
MITOMYCINE,5746,IFOSFAMIDE,3690,4.16,8.48,-86.48,3.85,DrugcombDB,233459
LOMUSTINE,3950,PLICAMYCIN,163659,9.47,10.76,9.41,-2.06,DrugcombDB,360598
Crizotinib,11626560,JZL184,25021165,-13.73,-7.51,-35.55,-9.87,DrugcombPortal,1234857
Ku-0063794,16736978,284028-89-3,135418940,-13.73,-15.18,-3.95,-3.82,DrugcombPortal,1297586
IPA-3,521106,GW9662,644213,-17.34,-9.87,-20.36,-11.26,DrugcombPortal,1293683
Navitoclax,24978538,Lenalidomide,216326,25.4,123.27,2.42,80.73,DrugcombPortal,1209690
PACLITAXEL,36314,MK-4827,24958200,-3.95,-9.36,-8.45,-6.14,DrugcombDB,82127
mitoxantrone,4212,thalidomide,5426,7.84,7.77,-35.73,0.35,DrugcombPortal,368639
VINBLASTINE SULFATE,241902,ANTIBIOTIC AD 32,41744,2.87,-3.8,4.22,-4.74,DrugcombDB,187516
etoposide,36462,Niraparib,24958200,3.66,-2.5,-0.47,-1.66,DrugcombPortal,71921
gemcitabine,60750,TCS 401,56972185,7.55,0.5,22.12,8.0,DrugcombPortal,1280524
epinephrine,5816,imipramine,3696,5.15,3.96,5.14,3.96,DrugcombPortal,131579
5-Fluorouracil,3385,"Azacytidine, 5-",1805,1.93,-0.54,0.99,-3.46,DrugcombPortal,385323
Fingolimod,107970,racemic-Tasocitinib,9818231,11.4,22.5,5.0,22.33,DrugcombPortal,1422848
geldanamycin,5288382,topotecan,60700,9.86,0.05,6.99,1.19,DrugcombPortal,74314
celecoxib,2662,Eloxatin (TN) (Sanofi Synthelab),24197464,-2.18,0.79,-15.59,-6.06,DrugcombPortal,247785
ADM HYDROCHLORIDE,32874,MITOTANE,4211,-0.01,21.84,1.73,21.98,DrugcombDB,194354
etoposide,36462,Vismodegib,24776445,-2.88,12.29,-3.4,2.0,DrugcombPortal,1441222
VANDETANIB,3081361,TAMOXIFEN CITRATE,2733525,3.24,3.62,-15.86,1.71,DrugcombDB,330034
DEXRAZOXANE,71384,CYTARABINE HYDROCHLORIDE,6252,6.0,0.75,3.67,-3.24,DrugcombDB,345742
Darinaparsin,11683005,BMS-536924,135440466,-5.48,-4.56,-9.33,-11.75,DrugcombPortal,1239195
7803-88-5,96312,amifostine,2141,-0.38,-0.46,-0.28,-1.41,DrugcombPortal,259362
VINORELBINE,5311497,LAPATINIB,208908,4.93,3.27,-22.64,6.65,DrugcombDB,59498
THIOTEPA,5453,OSELTAMIVIR ACID,449381,-6.5,-19.73,-6.5,-19.73,DrugcombDB,104266
ABIRATERONE,132971,PROCARBAZINE HYDROCHLORIDE,9703,-2.67,-1.33,-16.66,-3.06,DrugcombDB,422880
IMD-0354,5081913,FH535,3463933,-6.74,-13.4,-8.92,-9.55,DrugcombPortal,1288074
CHEMBL17639,1546,CO-V,439693,-10.02,-10.03,-13.02,-7.36,DrugcombDB,274831
Triethylenemelamine,5799,chlorambucil,2708,2.64,0.42,-2.96,-0.28,DrugcombPortal,139996
IMD-0354,5081913,MK-1775,24856436,-31.74,-29.61,-5.26,-3.79,DrugcombPortal,1288967
MK-4827,24958200,SORAFENIB,216239,10.14,0.82,7.51,6.62,DrugcombDB,88819
Lumefantrine,6437380,trimethoprim,5578,-3.73,-18.16,-3.73,-18.16,DrugcombPortal,108458
AZD1775,24856436,BORTEZOMIB,387447,-0.56,-2.97,-3.97,-1.75,DrugcombDB,80439
Dasatinib,3062316,EMBELIN,3218,-4.18,-20.43,14.09,-15.37,DrugcombPortal,1241610
chlorambucil,2708,cyclophosphamide,2907,-5.53,-5.69,-21.92,1.27,DrugcombPortal,349952
Pazopanib hydrochloride,11525740,Navelbine ditartrate (TN),25136944,3.18,1.2,3.01,-10.37,DrugcombPortal,375145
Navitoclax,24978538,33419-42-0,36462,7.3,1.74,5.26,-0.19,DrugcombPortal,1189648
5-Fluorouracil,3385,busulfan,2478,-1.42,-5.19,-10.17,-5.17,DrugcombPortal,382753
JNK-IN-8,57340686,GSK429286A,11373846,-6.32,4.36,-14.68,4.28,DrugcombPortal,1185603
URACIL MUSTARD,6194,BLEOMYCIN,5360373,6.01,1.94,1.97,2.41,DrugcombDB,240500
oligomycin A,52947716,thapsigargin,446378,6.96,2.65,4.17,3.08,DrugcombDB,451532
Crizotinib,11626560,racemic-Tasocitinib,9818231,35.53,92.48,19.22,54.32,DrugcombPortal,1443243
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,400633,EMCYT (PHARMACIA),54611422,-1.38,0.03,-4.17,-5.39,DrugcombDB,177787
23541-50-6,62770,CHEMBL17639,1546,-2.0,-0.9,-14.72,-1.24,DrugcombPortal,408436
Gefitinib,123631,Melphalan hydrochloride,9927978,-1.23,0.98,-4.71,-4.27,DrugcombPortal,298370
CYTARABINE HYDROCHLORIDE,6252,NSC733504,6442177,0.22,2.35,-6.86,-0.84,DrugcombDB,173317
CHLORAMBUCIL,2708,ALBENDAZOLE,2082,7.55,-0.37,7.5,-0.37,DrugcombDB,131508
ALLOPURINOL,135401907,CO-V,439693,-1.33,3.39,-0.61,3.49,DrugcombDB,232958
Carboplatinum,38904,NSC256439,42890,0.95,-3.02,-2.15,-4.91,DrugcombPortal,441116
MECHLORETHAMINE HYDROCHLORIDE,5935,AMIFOSTINE,2141,0.22,0.64,-10.87,-3.84,DrugcombDB,137620
altretamine,2123,bleomycin,5360373,-2.71,3.44,-5.2,4.41,DrugcombPortal,153630
Vemurafenib,42611257,Emcyt (Pharmacia),54611422,-29.38,-10.56,-29.62,9.61,DrugcombPortal,413348
Ruxolitinib,25126798,Decitabine,451668,2.57,29.78,-6.61,21.39,DrugcombPortal,1430074
BI-78D3,2747117,Sunitinib,5329102,-3.44,3.34,-9.26,0.33,DrugcombPortal,1219081
ALTRETAMINE,2123,PROCARBAZINE HYDROCHLORIDE,9703,-5.42,-2.12,-5.42,2.13,DrugcombDB,405700
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,400633,AMINOLEVULINIC ACID HYDROCHLORIDE,123608,-6.35,-1.32,-6.35,2.64,DrugcombDB,168459
L-778123 free base,216454,Deforolimus,11520894,17.1,3.21,14.7,4.78,DrugcombPortal,30876
841290-80-0,11213558,SNS-314,24995524,11.9,22.92,4.0,8.27,DrugcombPortal,1375937
THIOGUANINE,2723601,LAPATINIB,208908,0.12,-0.3,-5.19,-0.99,DrugcombDB,318573
Fingolimod,107970,"001, RAD",6442177,-8.43,-11.11,-9.7,-4.8,DrugcombPortal,1270222
metformin,4091,Veliparib,11960529,-3.2,2.26,-3.19,4.21,DrugcombPortal,65230
ROMIDEPSIN,5352062,EMCYT (PHARMACIA),54611422,-0.59,-1.09,-74.11,-1.78,DrugcombDB,276838
"Azacytidine, 5-",1805,Lapatinib,208908,0.69,2.38,-0.03,-6.44,DrugcombPortal,198114
DEXAMETHASONE,5743,LAPATINIB,208908,1.8,2.05,-33.76,1.25,DrugcombDB,80803
TRETINOIN,444795,QUINACRINE HYDROCHLORIDE,6239,-2.69,4.14,-33.57,-3.17,DrugcombDB,226034
SPIRONOLACTONE,5833,3-AMINO-2-OXAZOLIDINONE,65725,-13.21,-26.3,-13.23,-26.3,DrugcombDB,100409
PAZOPANIB HYDROCHLORIDE,11525740,SN-38,104842,1.06,1.6,-39.59,2.49,DrugcombDB,323429
GEFITINIB,123631,METHOTREXATE,126941,6.12,3.54,4.72,-1.47,DrugcombDB,161546
Tideglusib,11313622,PLX-4720,24180719,-18.84,24.64,-8.8,20.23,DrugcombPortal,1383671
L-165041,6603901,Marizomib / Salinosporamide A,11347535,-1.415,2.018,-30.506,4.332,DrugcombDB,494572
raloxifene,5035,Bendamustine hydrochloride,77082,-7.73,-1.92,-7.69,1.17,DrugcombPortal,245864
GEMZAR (LILLY),356653,PRALATREXATE,148121,0.76,-0.02,-10.25,1.48,DrugcombDB,184638
AZD7762,11152667,BI-D1870,25023738,-26.61,-41.16,8.69,-18.42,DrugcombPortal,1212189
CYCLOPHOSPHAMIDE,2907,SUNITINIB,5329102,3.64,8.08,-10.86,7.06,DrugcombDB,50702
ADM HYDROCHLORIDE,32874,MECHLORETHAMINE HYDROCHLORIDE,5935,-0.8,-2.43,-31.77,-4.51,DrugcombDB,144745
LOMUSTINE,3950,PRALATREXATE,148121,-7.99,-7.31,-8.19,-5.76,DrugcombDB,373638
Veliparib,11960529,915019-65-7,11977753,5.77,7.16,-45.06,8.94,DrugcombPortal,64298
XL147,1893730,SNS-032,3025986,-35.16,-29.4,13.46,2.96,DrugcombPortal,1410560
GSK1904529A,25124816,temozolomide,5394,18.05,18.21,18.05,18.21,DrugcombPortal,444737
Imatinib,5291,Co-V,439693,-0.88,-2.73,-0.7,-3.03,DrugcombPortal,190678
MRK003,15953832,vinblastine,13342,3.46,-3.42,-0.31,-0.67,DrugcombPortal,8648
TCS 401,56972185,lfm-a13,54676905,-37.16,-39.07,-14.22,-5.66,DrugcombPortal,1379084
chlorambucil,2708,5-Fluoro-2'-deoxyuridine,5790,4.01,-1.55,1.73,-1.34,DrugcombPortal,360712
DOCETAXEL,148124,AZACYTIDINE,9444,1.82,3.26,-0.39,0.43,DrugcombDB,188822
Lenalidomide,216326,Emcyt (Pharmacia),54611422,-4.31,-5.11,-3.34,-1.25,DrugcombPortal,413508
915019-65-7,11977753,7-Ethyl-10-hydroxycamptothecin,104842,5.42,1.68,-2.51,1.97,DrugcombPortal,201
Veliparib,11960529,geldanamycin,5288382,-4.41,-2.95,-49.88,0.02,DrugcombPortal,18565
Bortezomib,387447,891494-63-6,46239015,3.38,1.62,0.64,-1.37,DrugcombPortal,50533
Nilotinib,644241,PF-04217903,17754438,5.7,56.06,-6.71,21.69,DrugcombPortal,1315497
CYTARABINE HYDROCHLORIDE,6252,CHEMBL17639,1546,9.49,6.68,7.75,-3.72,DrugcombDB,260157
L-778123 free base,216454,vinorelbine,5311497,5.36,2.91,2.51,2.89,DrugcombPortal,26305
PI-103,9884685,10058-F4,1271002,-3.9,-1.48,-5.6,-3.72,DrugcombPortal,1185284
MK-4541,59691338,L-778123 free base,216454,1.52,10.51,-4.91,5.91,DrugcombPortal,56334
ANTIBIOTIC AD 32,41744,DOCETAXEL,148124,10.06,8.81,11.04,8.64,DrugcombDB,224514
TRETINOIN,444795,DOCETAXEL,148124,8.9,11.82,9.42,6.67,DrugcombDB,279509
LOMUSTINE,3950,IFOSFAMIDE,3690,-8.52,-5.54,-37.49,-0.8,DrugcombDB,346652
THIOGUANINE,2723601,GEMZAR (LILLY),356653,-3.34,-2.62,-3.26,-8.99,DrugcombDB,394058
Selumetinib,10127622,BI-D1870,25023738,13.07,11.05,12.39,1.73,DrugcombPortal,1355761
SN-38,104842,METHOXSALEN,4114,1.5,5.0,-10.2,-5.63,DrugcombDB,210559
Akt inhibitor VIII,135398501,Stattic,2779853,2.57,1.01,-19.41,3.32,DrugcombPortal,1178724
doxorubicin,31703,L-778123 free base,216454,2.05,-10.52,-10.56,-10.26,DrugcombPortal,80883
6-Thioguanine,2723601,pipobroman,4842,-3.15,-6.66,-14.9,-7.94,DrugcombPortal,164020
FOLFIRI regimen,136170999,AZD6738,54761306,6.03,3.25,2.93,4.35,DrugcombPortal,1197499
TRIETHYLENEMELAMINE,5799,EXEMESTANE,60198,2.89,2.97,2.6,-2.91,DrugcombDB,227863
temozolomide,5394,Dasatinib,3062316,-1.65,-4.82,-2.31,-6.97,DrugcombPortal,45359
etoposide,36462,Erlotinib,176870,14.06,11.07,9.6,10.11,DrugcombPortal,21476
Mefloquine,4046,Disulfiram,3117,-11.745,-0.91,-38.14,4.53,DrugcombDB,474142
GEMCITABINE,60750,MK-2206,24964624,4.5,-3.26,-0.26,-0.01,DrugcombDB,53441
PACLITAXEL,36314,ERLOTINIB HYDROCHLORIDE,176871,4.33,5.3,-13.76,1.12,DrugcombDB,214279
Lapatinib,208908,BI-D1870,25023738,-9.09,-1.53,14.51,7.34,DrugcombPortal,1298541
vinorelbine,5311497,Deforolimus,11520894,-1.63,-7.32,-8.39,-2.22,DrugcombPortal,9119
Carboplatinum,38904,temozolomide,5394,1.52,1.98,1.15,1.25,DrugcombPortal,196264
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,400633,SN-38,104842,-1.89,-0.66,-12.39,-4.62,DrugcombDB,230000
Dasatinib,3062316,methotrexate,126941,-3.08,-3.03,-15.0,-11.97,DrugcombPortal,280810
ACTINOMYCIN D,457193,ERLOTINIB HYDROCHLORIDE,176871,-18.47,-18.57,-47.55,-11.1,DrugcombDB,254671
TRETINOIN,444795,ADM HYDROCHLORIDE,32874,4.93,2.4,3.48,-1.73,DrugcombDB,168898
Abiraterone,132971,temozolomide,5394,-4.19,-0.51,-8.86,0.75,DrugcombPortal,299164
irinotecan,60838,hydralazine,3637,1.7,0.89,1.67,0.89,DrugcombPortal,120343
teniposide,452548,Fludarabine Base,3367,-9.15,-12.94,-15.72,-10.04,DrugcombPortal,336285
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,400633,CISPLATINO,441203,7.99,2.79,-12.78,-2.28,DrugcombDB,158903
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,400633,BLEOMYCIN,5360373,-1.24,0.19,-31.13,0.84,DrugcombDB,281080
ABIRATERONE,132971,ALTRETAMINE,2123,-7.53,-2.76,-63.05,1.13,DrugcombDB,381234
5Z-7-Oxozeaenol,9863776,BI605906,23652660,-10.02,-2.36,-22.16,4.67,DrugcombPortal,1185850
ZOLINZA,5311,METHOTREXATE,126941,0.35,-0.59,-34.71,0.32,DrugcombDB,200088
Ramelteon,208902,argatroban,92722,2.67,-12.27,2.67,-12.27,DrugcombPortal,110825
Vepesid J,36462,teniposide,452548,5.95,2.05,-0.08,2.34,DrugcombPortal,326465
RALOXIFENE,5035,NAVELBINE DITARTRATE (TN),25136944,0.57,-0.7,-4.81,-6.0,DrugcombDB,296605
celecoxib,2662,Zanosar,23615975,-2.27,2.24,-5.88,1.6,DrugcombPortal,252034
thiotepa,5453,propylthiouracil,657298,-7.32,-20.75,-7.32,-20.75,DrugcombPortal,101390
DOCETAXEL,148124,PIPOBROMAN,4842,-1.48,-4.91,-10.8,-3.26,DrugcombDB,199355
MK-4541,59691338,MRK-003,15953832,-14.39,-16.07,-16.24,-7.81,DrugcombDB,37970
Thioproperazine dimethanesulfonate,92178,Epothilone B,448013,2.562,7.209,-50.041,1.346,DrugcombDB,467816
Aloin B,14989,717906-29-1,11598628,-1.91,-6.45,-11.96,-1.5,DrugcombPortal,454216
Fulvestrant,104741,carmustine,2578,-2.14,-0.01,0.0,-0.16,DrugcombPortal,198577
ZOLEDRONIC ACID,68740,THALIDOMIDE,5426,0.62,-1.99,0.47,-2.63,DrugcombDB,179644
Gefitinib,123631,Navelbine ditartrate (TN),25136944,7.09,1.8,6.45,1.84,DrugcombPortal,373022
Zanosar,23615975,Emcyt (Pharmacia),54611422,-5.45,-4.76,-1.91,-2.98,DrugcombPortal,214105
5-Aminolevulinic acid hydrochloride,123608,Quinacrine hydrochloride,6239,0.12,0.85,-51.31,-3.4,DrugcombPortal,289171
CABAZITAXEL,9854073,SUNITINIB,5329102,17.13,20.69,-10.44,21.04,DrugcombDB,370646
temozolomide,5394,891494-63-6,46239015,-0.06,5.92,-11.11,6.75,DrugcombPortal,29752
NCGC00164600-03,60060499,BGT-226 free base,11978790,0.6,1.85,-6.04,3.3,DrugcombPortal,458533
Lapatinib,208908,Erlotinib hydrochloride,176871,-2.68,-2.67,-4.64,-7.21,DrugcombPortal,156719
Sunitinib,5329102,Erlotinib hydrochloride,176871,-2.3,-2.28,1.42,-0.51,DrugcombPortal,250220
122111-05-1,46781465,cis-Platin,441203,3.14,0.46,-1.8,-4.19,DrugcombPortal,140923
Lenalidomide,216326,PF-04217903,17754438,1.03,4.37,-0.21,3.26,DrugcombPortal,1302255
MRK-003,15953832,MK-4827,24958200,16.01,14.09,10.91,13.89,DrugcombDB,6280
raloxifene,5035,158798-73-3,400633,0.95,3.3,0.96,1.96,DrugcombPortal,218927
MEGESTROL ACETATE,11683,ALTRETAMINE,2123,-10.69,-6.15,-9.86,3.34,DrugcombDB,392664
CELECOXIB,2662,CARMUSTINE,2578,-1.15,-0.64,-3.77,-4.61,DrugcombDB,291047
34793-34-5,13988706,SN-38,104842,-3.89,-1.55,-24.97,-3.03,DrugcombDB,231226
ANTIBIOTIC AY 22989,5284616,ALLOPURINOL,135401907,-2.12,0.76,-44.24,-2.46,DrugcombDB,230987
Vorinostat,5311,MK-1775,24856436,6.42,6.04,-3.55,8.32,DrugcombPortal,73463
Bexarotene,82146,Palbociclib,5330286,-3.79,17.48,-6.04,6.2,DrugcombPortal,1215161
RUXOLITINIB,25126798,MITOMYCINE,5746,-11.25,-3.79,-60.3,2.02,DrugcombDB,425943
Olaparib,23725625,AZD4547,51039095,-2.1,-4.0,-5.99,-9.29,DrugcombPortal,1202463
DAUNORUBICIN HYDROCHLORIDE,62770,NSC 85998,23615975,0.26,-0.81,-28.22,-6.22,DrugcombDB,391430
TENIPOSIDE,452548,ELOXATIN (TN) (SANOFI SYNTHELAB),24197464,0.67,-1.8,0.73,-2.44,DrugcombDB,341613
7-Ethyl-10-hydroxycamptothecin,104842,Zanosar,23615975,-1.18,-1.08,-86.72,-4.8,DrugcombPortal,158906
QUINACRINE HYDROCHLORIDE,6239,PROCARBAZINE HYDROCHLORIDE,9703,3.78,6.53,-4.02,1.08,DrugcombDB,259837
TRETINOIN,444795,NSC733504,6442177,-4.88,3.55,-4.44,4.1,DrugcombDB,139926
CYTARABINE HYDROCHLORIDE,6252,Vinblastine sulfate,241902,0.75,1.94,-4.3,1.48,DrugcombPortal,291659
ACTINOMYCIN D,457193,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,400633,-2.46,-0.6,-1.94,-1.19,DrugcombDB,219598
IMATINIB,5291,AZACYTIDINE,9444,-8.18,-1.51,-27.0,2.45,DrugcombDB,227153
methotrexate,126941,Deforolimus,11520894,4.12,2.36,1.53,3.68,DrugcombPortal,44558
probenecid,4911,azithromycin,447043,-11.62,-24.5,-11.62,-24.5,DrugcombPortal,99808
L-778123 free base,216454,391210-10-9,9826528,3.73,-1.77,-3.51,-0.49,DrugcombPortal,78894
1032350-13-2,46930998,Vorinostat,5311,-20.57,21.81,-4.8,25.8,DrugcombPortal,1313079
gemcitabine,60750,racemic-Tasocitinib,9818231,-71.37,-72.58,-64.74,-22.67,DrugcombPortal,1278842
Methylrosaniline chloride,11057,Lumefantrine,6437380,-2.262,-6.491,-8.302,-3.505,DrugcombDB,476968
dacarbazine,135398738,Bendamustine hydrochloride,77082,-0.32,2.23,-1.15,0.16,DrugcombPortal,419915
34793-34-5,13988706,NSC-127716,451668,0.13,2.79,-5.85,-0.7,DrugcombDB,278652
MK-4541,59691338,MK-8776,16224745,3.36,-6.56,2.67,-8.27,DrugcombDB,88714
Zoledronic acid,68740,ADM hydrochloride,32874,-8.19,-8.75,-35.48,-4.69,DrugcombPortal,296046
Imatinib,5291,mitomycin C,5746,-1.23,0.72,-26.81,-3.42,DrugcombPortal,244420
CELECOXIB,2662,GEMZAR (LILLY),356653,-2.48,-2.45,-19.34,-2.11,DrugcombDB,233771
CHEMBL17639,1546,carmustine,2578,-0.42,0.38,-9.91,-2.48,DrugcombPortal,151879
methotrexate,126941,thiotepa,5453,3.75,1.03,-3.05,-0.47,DrugcombPortal,179272
Selumetinib,10127622,Lapatinib,208908,-3.11,2.64,4.65,5.08,DrugcombPortal,1415237
ZM-447439,9914412,Pyronaridine,107771,2.491,6.164,-26.852,7.154,DrugcombDB,468020
NSC141540,36462,CELECOXIB,2662,-0.81,-2.11,-13.2,-0.71,DrugcombDB,311246
VINBLASTINE SULFATE,241902,ANTIBIOTIC AD 32,41744,-12.26,-14.8,-12.53,-5.91,DrugcombDB,232413
AS-252424,11630874,CHEMBL1254007,15949613,-38.87,-44.14,-31.75,-21.6,DrugcombPortal,1212028
AZD4547,51039095,AZD4320,86661883,11.56,0.09,9.13,0.62,DrugcombPortal,1195796
Crizotinib,11626560,XL147,1893730,-6.75,-3.44,-3.55,-6.81,DrugcombPortal,1236336
methotrexate,126941,Sorafenib,216239,1.64,-1.64,-6.77,-0.14,DrugcombPortal,72370
ABIRATERONE,132971,CRIZOTINIB,11626560,2.41,3.32,-3.7,0.28,DrugcombDB,319682
docetaxel,148124,MITHRAMYCIN,163659,12.63,13.96,7.02,11.97,DrugcombPortal,254967
letrozole,3902,Ruxolitinib,25126798,11.31,77.99,-2.48,76.44,DrugcombPortal,460473
5Z-7-Oxozeaenol,9863776,SF1670,9926586,6.35,-1.59,-5.33,-0.02,DrugcombPortal,1178364
CRIZOTINIB,11626560,CABAZITAXEL,9854073,5.4,4.36,2.34,5.68,DrugcombDB,389580
METHOTREXATE,126941,DASATINIB,3062316,-2.27,-2.16,-2.84,-0.4,DrugcombDB,86086
lomustine,3950,CYTARABINE HYDROCHLORIDE,6252,-1.35,-4.44,-19.24,-13.09,DrugcombPortal,321978
Carboplatinum,38904,Sorafenib,216239,-4.71,-6.67,-17.26,-2.76,DrugcombPortal,11799
MERCAPTOPURINE,667490,MECHLORETHAMINE HYDROCHLORIDE,5935,1.68,0.61,-0.19,-6.18,DrugcombDB,211239
Nilotinib,644241,1032350-13-2,46930998,-32.29,-34.68,-38.75,-13.35,DrugcombPortal,1315182
Erlotinib,176870,GW2580,11617559,8.07,45.65,3.6,18.74,DrugcombPortal,1259228
LETROZOLE,3902,MECHLORETHAMINE HYDROCHLORIDE,5935,-1.26,-1.09,-10.09,1.56,DrugcombDB,187743
METHOTREXATE,126941,BEZ-235,11977753,-2.34,-10.24,-6.38,-7.36,DrugcombDB,63024
VANDETANIB,3081361,FULVESTRANT,104741,0.59,0.11,-9.75,-3.38,DrugcombDB,373188
JQ1,46907787,MK-2206,24964624,10.594,1.667,7.09,2.332,DrugcombDB,485269
Sorafenib,216239,761439-42-3,16038120,-10.0,2.7,-3.76,-7.69,DrugcombPortal,1363560
etoposide,36462,geldanamycin,5288382,6.67,0.91,3.42,1.85,DrugcombPortal,5321
Vorinostat,5311,temozolomide,5394,0.38,-9.33,-5.93,-8.35,DrugcombPortal,9225
Dexrazoxane,71384,Tamoxifen citrate,2733525,-1.1,-0.19,-1.19,-5.4,DrugcombPortal,343908
Romidepsin,5352062,Zanosar,23615975,-0.56,1.27,-58.71,1.51,DrugcombPortal,180670
TEMOZOLOMIDE,5394,MERCAPTOPURINE,667490,2.72,1.04,-15.36,-6.4,DrugcombDB,290224
CARMUSTINE,2578,ADM HYDROCHLORIDE,32874,-0.9,-3.49,-13.66,-3.52,DrugcombDB,440150
dexamethasone,5743,Dinaciclib,46926350,3.53,6.44,-70.62,4.09,DrugcombPortal,74019
MK-4541,59691338,Dasatinib,3062316,0.66,0.35,2.44,5.31,DrugcombPortal,72549
Retinoic acid,444795,ifosfamide,3690,-5.84,-5.6,1.96,2.94,DrugcombPortal,274829
Abiraterone,132971,Axitinib,6450551,7.36,10.13,7.26,2.06,DrugcombPortal,327930
CYTARABINE,6253,OXYPHENONIUM BROMIDE,5748,-3.59,-3.95,-3.59,-3.95,DrugcombDB,129597
SUNITINIB,5329102,IFOSFAMIDE,3690,0.35,2.71,0.35,-1.32,DrugcombDB,209462
Retinoic acid,444795,Procarbazine hydrochloride,9703,-3.96,-1.0,-1.43,0.82,DrugcombPortal,280040
docetaxel,148124,Silmitasertib,24748573,-10.8,-4.09,-11.02,1.1,DrugcombPortal,1429675
Triethylenemelamine,5799,Lenalidomide,216326,-2.44,-3.19,-7.34,-3.43,DrugcombPortal,162322
cyclophosphamide,2907,Lapatinib,208908,-12.97,-9.17,-12.14,0.41,DrugcombPortal,5004
racemic-Tasocitinib,9818231,OSU-03012,10027278,-24.48,-25.41,-6.07,-5.79,DrugcombPortal,1233004
Pazopanib hydrochloride,11525740,6-Mercaptopurine,667490,-15.76,-19.7,-16.35,-16.02,DrugcombPortal,335577
teniposide,452548,carmustine,2578,6.82,8.3,-11.79,0.83,DrugcombPortal,366312
VINORELBINE,5311497,SUNITINIB,5329102,-2.02,-1.55,-9.16,0.09,DrugcombDB,57200
Vorasidenib,117817422,Combretastatin A4,5351344,-5.07,-6.41,-32.14,-2.26,DrugcombPortal,464791
WYE-354,44219749,MARIZOMIB,11347535,0.73,-1.92,-1.16,-0.58,DrugcombPortal,446436
METHOTREXATE,126941,LAPATINIB,208908,-0.6,-6.08,-5.3,-4.14,DrugcombDB,81444
docetaxel,148124,Crizotinib,11626560,5.47,2.41,1.13,-3.37,DrugcombPortal,1246242
RALOXIFENE,5035,TAMOXIFEN CITRATE,2733525,2.03,3.17,1.2,0.81,DrugcombDB,235140
Crizotinib,11626560,Procarbazine hydrochloride,9703,-6.73,-1.53,-4.94,4.34,DrugcombPortal,421222
raloxifene,5035,Imatinib,5291,-10.05,-4.7,-10.41,0.73,DrugcombPortal,223814
Vismodegib,24776445,IMIQUIMOD,57469,-2.43,0.33,-2.34,-0.62,DrugcombPortal,428088
NCGC00189393,49852229,Panobinostat,6918837,5.792,12.231,-15.403,9.93,DrugcombDB,496438
Niraparib,24958200,891494-63-6,46239015,10.17,6.75,7.77,-2.4,DrugcombPortal,79476
thalidomide,5426,Erlotinib hydrochloride,176871,5.65,4.55,-16.07,6.85,DrugcombPortal,147922
L778123,216453,VINORELBINE,5311497,2.36,-3.11,-4.98,-3.41,DrugcombDB,78917
NSC141540,36462,GEMZAR (LILLY),356653,-4.06,-4.96,-3.3,-8.36,DrugcombDB,390683
CHEMBL277800,354624,AZACYTIDINE,9444,6.74,0.21,5.47,0.83,DrugcombDB,205098
Navitoclax,24978538,FH535,3463933,-8.13,18.71,-10.1,9.99,DrugcombPortal,1209002
1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,400633,BORTEZOMIB,387447,-2.37,-0.81,-65.59,0.56,DrugcombDB,202689
MK-1775,24856436,Cediranib,9933475,6.11,23.16,4.03,10.17,DrugcombPortal,1308824
Rifampicin,135398735,Temozolomide,5394,0.1,-0.51,0.1,-0.51,SYNERGx,590929
MELPHALAN HYDROCHLORIDE,9927978,IXABEPILONE,6445540,-6.71,-2.92,-6.81,2.05,DrugcombDB,419809
Sunitinib,5329102,ifosfamide,3690,-5.31,1.2,-4.91,2.83,DrugcombPortal,166188
NSC 85998,23615975,IMIQUIMOD,57469,-1.81,3.9,-1.47,4.27,DrugcombDB,221573
BGT-226 free base,11978790,Flavopiridol,5287969,-6.35,-11.71,-8.05,-8.13,DrugcombPortal,461072
