cas_number,Drug_name,table_link,db_id,indication
105857-23-6,Alteplase,1877X1608,DB00009,"For management of acute myocardial infarction, acute ischemic strok and for lysis of acute pulmonary emboli"
58957-92-9,Idarubicin,1877X1644,DB01177,For the treatment of acute myeloid leukemia (AML) in adults. This includes French-American-British (FAB) classifications M1 through M7.
284036-24-4,Moroctocog alfa,1877X1955,DB13999,Moroctocog Alfa is approved by Health Canada for the control and prevention of hemorrhagic episodes and for routine and surgical prophylaxis in patients with hemophilia A (congenital factor VIII deficiency or classic hemophilia).    Moroctocog Alfa is also approved by the European Medicines Agency for the treatment and prophylaxis of bleeding in patients with Haemophilia A (congenital factor VIII deficiency).
132-22-9,Chlorphenamine,1878X1641,DB01114,"For the treatment of rhinitis, urticaria, allergy, common cold, asthma and hay fever."
91161-71-6,Terbinafine,1879X1633,DB00857,For the treatment of dermatophyte infections of the toenail or fingernail caused by susceptible fungi. Also for the treatment of tinea capitis (scalp ringworm) and tinea corporis (body ringworm) or tinea cruris (jock itch).
,Alectinib,1879X1896,,"Alectinib is a kinase inhibitor indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive, metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to crizotinib. This indication is approved under accelerated approval based on tumor response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials."
674-38-4,Bethanechol,1881X1638,DB01019,For the treatment of acute postoperative and postpartum nonobstructive (functional) urinary retention and for neurogenic atony of the urinary bladder with retention.
303-53-7,Cyclobenzaprine,2250X1635,DB00924,"For use as an adjunct to rest and physical therapy for relief of muscle spasm associated with acute, painful musculoskeletal conditions."
89565-68-4,Tropisetron,2250X1901,,For the prevention of nausea and vomiting induced by cytotoxic therapy and postoperative.
439-14-5,Diazepam,2251X1632,DB00829,"Used in the treatment of severe anxiety disorders, as a hypnotic in the short-term management of insomnia, as a sedative and premedicant, as an anticonvulsant, and in the management of alcohol withdrawal syndrome."
300-52-7,Tetradecyl hydrogen sulfate (ester),2251X1895,,"Sotradecol (sodium tetradecyl sulfate injection) is indicated in the treatment of small, uncomplicated varicose veins of the legs showing simple dilation, with competent valves [L2030].    Sodium tetradecyl sulfate has been designated as an orphan drug by the FDA for the treatment of gastrointestinal bleeding due to esophageal varices [L2041]."
31855-75-1,Benzylpenicilloyl Polylysine,2253X1634,DB00895,For use as a adjunct in assessing the risk of administering penicillin (benzylpenicillin or penicillin G).
456-59-7,Cyclandelate,2253X1749,,"Used in the treatment of various blood vessel diseases (e.g., claudication, arteriosclerosis and Raynaud's disease) and nighttime leg cramps."
113806-05-6,Olopatadine,2254X1630,DB00768,For the treatment of ocular itching associated with allergic conjunctivitis.
956104-40-8,Apalutamide,2254X1907,,"Indicated for the treatment of patients with non-metastatic, castration-resistant prostate cancer (NM-CRPC) [FDA Label]."
156-08-1,Benzphetamine,2255X1633,DB00865,For the management of exogenous obesity as a short term adjunct (a few weeks) in a regimen of weight reduction based on caloric restriction
1131-64-2,Debrisoquin,2255X1749,,"For the treatment of moderate and severe hypertension, either alone or as an adjunct, and for the treatment of renal hypertension."
591-64-0,Calcium levulinate,2255X1949,,"This new application of calcium is intended for use as a food fortifier, to fortify foods like sauces, condiments, beer, beverages, soft drinks, milk and milk products, soy milk and soy products with calcium nutrition [L2765]. Calcium levulinate can be used alone, or with calcium lactate, calcium chloride, and other compounds, either for pharmaceutical tablets, capsules, or injections preparation [L2765]. In essence, calcium levulinate is ultimately a relatively new calcium supplementation option [L2767]."
87806-31-3,Porfimer sodium,2257X1628,DB00707,Indicated in the treatment of esophageal cancer.
105979-17-7,Benidipine,2257X1862,,"Benidipine is a potent and long-lasting drug indicated for the treatment of cardiovascular diseases such as hypertension, renoparenchymal hypertension and angina pectoris.[A31950]"
42408-82-2,Butorphanol,2258X1625,DB00611,For the relief of moderate to severe pain.
56124-62-0,Valrubicin,2259X1618,DB00385,For the treatment of cancer of the bladder.
202409-33-4,Etoricoxib,2259X1655,DB01628,"For the treatment of rheumatoid arthritis, osteoarthritis, ankylosing spondylitis, chronic low back pain, acute pain and gout."
77-37-2,Procyclidine,2260X1618,DB00387,"For the treatment of all forms of Parkinson's Disease, as well as control of extrapyramidal reactions induced by antipsychotic agents."
313348-27-5,Regadenoson,2260X1778,,Diagnostic agent for radionuclide myocardial perfusion imaging (MPI)
60719-84-8,Amrinone,2261X1649,,Used in the treatment of congestive heart failure.
73771-04-7,Prednicarbate,2262X1639,DB01130,For the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.
155206-00-1,Bimatoprost,2263X1632,DB00905,For the reduction of elevated intraocular pressure in patients with open angle glaucoma or ocular hypertension who are intolerant of other intraocular pressure lowering medications or insufficiently responsive (failed to achieve target IOP determined after multiple measurements over time) to another intraocular pressure lowering medication.
1152311-62-0,Tezacaftor,2263X1899,,"Tezacaftor, in combination with ivacaftor, is indicated for the treatment of cystic fibrosis in people aged 12 years or older who have two copies of the _F508del_ mutation or at least one mutation in the CFTR gene that is responsive to this treatment based on clinical evidence.[L1598]    Cystic fibrosis is a rare, life-shortening disease caused by a defective or missing CFTR protein. This modification in the protein is caused by a mutation in the CFTR gene. The affected people carry two inherited defective copies of the CFTR gene. There are approximately 2000 known mutations in the CFTR gene. The presence of a defective or missing protein results in poor flow of salt and water into and out of the cell. This condition will cause the buildup of abnormally thick, sticky mucus in the lungs that will later potentially cause chronic lung infections and lung damage. In the patients with the _F508del_ mutation, the CFTR protein is not processed or folded normally within the cell and thus, it does not reach the cell surface.[L1599]"
89365-50-4,Salmeterol,2264X1633,DB00938,For the treatment of asthma and chronic obstructive pulmonary disease (COPD).
124904-93-4,Ganirelix,2264X1787,,For the inhibition of premature LH surges in women undergoing controlled ovarian hyperstimulation.
571190-30-2,Palbociclib,2264X1855,,"Palbociclib is indicated in combination with letrozole for the treatment of postmenopausal women with estrogen receptor (ER)-positive, human epidermal growth factor receptor 2 (HER2)-negative advanced breast cancer as initial endocrine-based therapy for their metastatic disease. This indication is approved under accelerated approval based on progression-free survival (PFS). Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial."
51-34-3,Scopolamine,2265X1627,DB00747,"For the treatment of excessive salivation, colicky abdominal pain, bradycardia, sialorrhoea, diverticulitis, irritable bowel syndrome and motion sickness."
66085-59-4,Nimodipine,1866X1620,DB00393,For use as an adjunct to improve neurologic outcome following subarachnoid hemorrhage (SAH) from ruptured intracranial berry aneurysms by reducing the incidence and severity of ischemic deficits.
4499-40-5,Oxtriphylline,1867X1648,,"Used to treat the symptoms of asthma, bronchitis, COPD, and emphysema."
32222-06-3,Calcitriol,1868X1612,DB00136,"Used to treat vitamin D deficiency or insufficiency, refractory rickets (vitamin D resistant rickets), familial hypophosphatemia and hypoparathyroidism, and in the management of hypocalcemia and renal osteodystrophy in patients with chronic renal failure undergoing dialysis. Also used in conjunction with calcium in the management and prevention of primary or corticosteroid-induced osteoporosis."
101477-55-8,Lomerizine,1868X1957,,
1327-53-3,Arsenic trioxide,1869X1644,DB01169,"For induction of remission and consolidation in patients with acute promyelocytic leukemia (APL), and whose APL is characterized by the presence of the t(15;17) translocation or PML/RAR-alpha gene expression"
144060-53-7,Febuxostat,1869X1751,DB04854,For the treatment of hyperuricemia in patients with gout.
205923-56-4,Cetuximab,1870X1608,DB00002,"Cetuximab, used in combination with irinotecan, is indicated for the treatment of EGFR-expressing, metastatic colorectal carcinoma in patients who are refractory to irinotecan-based chemotherapy. Cetuximab administered as a single agent is indicated for the treatment of EGFR-expressing, metastatic colorectal carcinoma in patients who are intolerant to irinotecan-based chemotherapy."
79516-68-0,Levocabastine,1870X1642,DB01106,As an ophthalmic for the temporary relief of the signs and symptoms of seasonal allergic conjunctivitis. Also used as a nasal spray for allergic rhinitis.
557795-19-4,Sunitinib,1871X1647,DB01268,For the treatment of advanced renal cell carcinoma as well as the treatment of gastrointestinal stromal tumor after disease progression on or intolerance to imatinib mesylate.
173146-27-5,Denileukin diftitox,1872X1608,DB00004,For treatment of cutaneous T-cell lymphoma
19982-08-2,Memantine,1872X1640,DB01043,For the treatment of moderate to severe dementia of the Alzheimer's type.
479-50-5,Lucanthone,1873X1754,,Intended for use as a radiation sensitizer in the treatment of brain cancer.
90-82-4,Pseudoephedrine,1874X1634,DB00852,"For the treatment of nasal congestion, sinus congestion, Eustachian tube congestion, and vasomotor rhinitis, and as an adjunct to other agents in the optimum treatment of allergic rhinitis, croup, sinusitis, otitis media, and tracheobronchitis. Also used as first-line therapy of priapism."
679818-59-8,Ofatumumab,1874X1787,,Ofatumumab is indicated for the treatment of patients with chronic lymphocytic leukemia (CLL) refractory to fludarabine and alemtuzumab.
486-17-9,Captodiame,1874X1857,,Captodiame is indicated for the treatment of anxiety.
124-87-8,Picrotoxin,1875X1622,DB00466,"Used internally for relieving respiratory distress. Also for use as an antidote in poisoning by CNS depressants, especially barbiturates."
74011-58-8,Enoxacin,1876X1622,DB00467,"For the treatment of adults (&ge;18 years of age) with the following infections caused by susceptible strains of the designated microorganisms: (1) uncomplicated urethral or cervical gonorrhea due to <i>Neisseria gonorrhoeae</i>, (2) uncomplicated urinary tract infections (cystitis) due to <i>Escherichia coli</i>, <i>Staphylococcus epidermidis</i>, or <i>Staphylococcus saprophyticus</i>, and (3) complicated urinary tract infections due to <i>Escherichia coli</i>, <i>Klebsiella pneumoniae</i>, <i>Proteus mirabilis</i>, <i>Pseudomonas aeruginosa</i>, <i>Staphylococcus epidermidis</i>, or <i>Enterobacter cloacae</i>."
53648-55-8,Dezocine,1877X1645,DB01209,Indicated in the treatment of moderate to severe pain.
153259-65-5,Cilomilast,1877X1721,DB03849,Investigated for use/treatment in chronic obstructive pulmonary disease (COPD).
86168-78-7,Sermorelin,1878X1607,DB00010,"For the treatment of dwarfism, prevention of HIV-induced weight loss"
147-20-6,Diphenylpyraline,1878X1642,DB01146,"For use in the treatment of allergic rhinitis, hay fever, and allergic skin disorders."
1032568-63-0,Copanlisib,1878X1925,,Indicated for the treatment of adult patients with relapsed follicular lymphoma (FL) who have received at least two prior systemic therapies.
109889-09-0,Granisetron,1879X1634,DB00889,"For the prevention of nausea and vomiting associated with initial and repeat courses of emetogenic cancer therapy (including high dose cisplatin), postoperation, and radiation (including total body irradiation and daily fractionated abdominal radiation)."
92623-85-3,Milnacipran,1879X1751,,Milnacipran is used to treat moderate to severe clinical depression but this indication is not yet FDA-approved in the USA. Milnacipran is labelled for the treatment of fibromyalgia pain.
9000-94-6,Antithrombin III human,1879X1898,,Antithrombin III human is a human antithrombin (AT) indicated in patients with hereditary antithrombin deficiency for the treatment and prevention of thromboembolism and prevention of peri-operative and peri-partum thromboembolism
125-33-7,Primidone,1880X1631,DB00794,For the treatment of epilepsy
125-29-1,Hydrocodone,2250X1636,DB00956,"For relief of moderate to moderately severe pain. Also used for the symptomatic relief of nonproductive cough, alone or in combination with other antitussives or expectorants."
22494-42-4,Diflunisal,2251X1633,DB00861,"For symptomatic treatment of mild to moderate pain accompanied by inflammation (e.g. musculoskeletal trauma, post-dental extraction, post-episiotomy), osteoarthritis, and rheumatoid arthritis."
71160-24-2,Leukotriene B4,2252X1939,,
76824-35-6,Famotidine,2253X1635,DB00927,For the treatment of peptic ulcer disease (PUD) and gastroesophageal reflux disease (GERD).
610798-31-7,Icotinib,2253X1902,,"Icotinib hydrochloride is a novel epidermal growth factor receptor (EGFR)–tyrosine kinase inhibitor, exhibits encouraging efficacy and tolerability in patients with advanced non-small-cell lung cancer (NSCLC) who failed previous chemotherapy."
67227-56-9,Fenoldopam,2254X1631,DB00800,"For the in-hospital, short-term (up to 48 hours) management of severe hypertension when rapid, but quickly reversible, emergency reduction of blood pressure is clinically indicated, including malignant hypertension with deteriorating end-organ function."
606143-89-9,Binimetinib,2254X1909,DB11967,"On June 27, 2018, the Food and Drug Administration approved encorafenib and binimetinib in combination patients with unresectable or metastatic melanoma with a BRAF V600E or V600K mutation, as detected by an FDA-approved test [L3335]."
28911-01-5,Triazolam,2255X1634,DB00897,For the short-term treatment of insomnia.
63638-91-5,Brofaromine,2255X1950,,
31036-80-3,Lofexidine,2256X1752,,"Lofexidine is indicated for mitigation of symptoms associated with acute withdrawal from opioids and for facilitation of the completion of opioid discontinuation treatment. It is the first non-opioid medication for the symptomatic management of opioid discontinuation.[L2801]    Opioid withdrawal syndrome is a debilitating manifestation of opioid dependence.[A33085] This condition is extremely unpleasant lasting several days with some of the main features being abdominal pain, nausea, diarrhea, mydriasis, lacrimation, and piloerection. These symptoms are often observed after abrupt reductions in the opioid dose and can be resolved by re-administration of the opioid.[A33088]"
1231929-97-7,Abemaciclib,2256X1910,,"* Indicated in combination with fulvestrant for the treatment of women with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative advanced or metastatic breast cancer with disease progression following endocrine therapy.     * Inidicated as monotherapy for the treatment of adult patients with HR-positive, HER2-negative advanced or metastatic breast cancer with disease progression following endocrine therapy and prior chemotherapy in the metastatic setting."
31431-39-7,Mebendazole,2258X1626,DB00643,"For the treatment of <i>Enterobius vermicularis</i> (pinworm), <i>Trichuris trichiura</i> (whipworm), <i>Ascaris lumbricoides</i> (common roundworm), <i>Ancylostoma duodenale</i> (common hookworm), <i>Necator americanus</i> (American hookworm) in single or mixed infections."
835-31-4,Naphazoline,2258X1787,,"Naphazoline is primarily indicated in conditions like Corneal vascularity, Hyperaemia, Itching, Nasal congestion, and can also be given in adjunctive therapy as an alternative drug of choice in Sinusitis"
76-73-3,Secobarbital,2259X1619,DB00418,For the Short-term treatment of intractable insomnia for patients habituated to barbiturates
72599-27-0,Miglustat,2260X1619,DB00419,"For the treatment of adult patients with mild to moderate type 1 (nonneuropathic) Gaucher's disease for whom enzyme replacement therapy is not a therapeutic option (e.g. due to constraints such as allergy, hypersensitivity, or poor venous access). Now approved in some countries for the treatment of progressive neurological symptoms in adult and pediatric patients with Niemann-Pick disease type C (NP-C)."
40580-59-4,Guanadrel,2261X1613,DB00226,Used to treat and control hypertension.
143090-92-0,Anakinra,2262X1605,DB00026,For the treatment of adult rheumatoid arthritis and treatment of Neonatal-Onset Multisystem Inflammatory Disease (NOMID).
63590-64-7,Terazosin,2262X1640,DB01162,For the treatment of symptomatic BPH and mild to moderate hypertension.
90-84-6,Diethylpropion,2263X1633,DB00937,Used in the management of exogenous obesity as a short-term adjunct (a few weeks) in a regimen of weight reduction based on caloric restriction.
50-76-0,Dactinomycin,2264X1634,DB00970,"For the treatment of Wilms' tumor, childhood rhabdomyosarcoma, Ewing's sarcoma and metastatic, nonseminomatous testicular cancer as part of a combination chemotherapy and/or multi-modality treatment regimen"
1174277-80-5,Asfotase Alfa,2264X1856,,Indicated for the treatment of patients with perinatal/infantile and juvenile onset hypophosphatasia (HPP).
36791-04-5,Ribavirin,2265X1629,DB00811,Indicated for the treatment of chronic Hepatitis C virus (HCV) infection in combination with other antiviral agents with the intent to cure or achieve a sustained virologic response (SVR). Typically added to improve SVR and reduce relapse rates [A19644].    The addition of ribavirin in Technivie therapy indicated for treating HCV genotype 1a and 4 infections is recommended in patients with or without cirrhosis.     Resistance: viral genetic determinants resulting in variable response to ribavirin therapy has not been yet determined.
504-24-5,Dalfampridine,2265X1783,,Dalfampridine is a neurofunctional modifier that helps improve walking speed in patients with multiple sclerosis (MS).
82626-48-0,Zolpidem,1866X1621,DB00425,For the short-term treatment of insomnia.
135-07-9,Methyclothiazide,1867X1615,DB00232,"For use in the management of hypertension either as the sole therapeutic agent or to enhance the effect of other antihypertensive drugs in the more severe forms of hypertension. Also used as adjunctive therapy in edema associated with congestive heart failure, hepatic cirrhosis, and corticosteroid and estrogen therapy."
57-43-2,Amobarbital,1867X1649,,
67-97-0,Cholecalciferol,1868X1613,DB00169,"For the treatment of vitamin D deficiency or insufficiency, refractory rickets (vitamin D resistant rickets), familial hypophosphatemia and hypoparathyroidism, and in the management of hypocalcemia and renal osteodystrophy in patients with chronic renal failure undergoing dialysis. Also used in conjunction with calcium in the management and prevention of primary or corticosteroid-induced osteoporosis."
116094-23-6,Insulin Aspart,1868X1648,,For the treatment of Type 1 or 2 diabetes mellitus. Should normally be used in conjunction with an intermediate or long-acting insulin.
85-18-7,8-chlorotheophylline,1868X1959,,"When used in combination with [DB01075] as the antiemetic [DB00985], 8-chlorotheophylline  is indicated for the prevention and treatment of nausea, vomiting, or vertigo of motion sickness."
57-96-5,Sulfinpyrazone,1870X1643,DB01138,For the treatment of gout and gouty arthritis.
115256-11-6,Dofetilide,1871X1614,DB00204,For the maintenance of normal sinus rhythm (delay in time to recurrence of atrial fibrillation/atrial flutter [AF/AFl]) in patients with atrial fibrillation/atrial flutter of greater than one week duration who have been converted to normal sinus rhythm
134523-00-5,Atorvastatin,1872X1641,DB01076,"May be used as primary prevention in individuals with multiple risk factors for coronary heart disease (CHD) and as secondary prevention in individuals with CHD to reduce the risk of myocardial infarction (MI), stroke, angina, and revascularization procedures. May be used to reduce the risk of cardiovascular events in patients with acute coronary syndrome (ACS). May be used in the treatment of primary hypercholesterolemia and mixed dyslipidemia, homozygous familial hypercholesterolemia, primary dysbetalipoproteinemia, and/or hypertriglyeridemia as an adjunct to dietary therapy to decrease serum total and low-density lipoprotein cholesterol (LDL-C), apolipoprotein B (apoB), and triglyceride concentrations, while increasing high-density lipoprotein cholesterol (HDL-C) levels."
906673-24-3,Crisaborole,1872X1761,,Intended for the topical treatment of mild to moderate atopic dermatitis in patients 2 years of age and older.
83-98-7,Orphenadrine,1873X1644,DB01173,Indicated for the treatment of Parkinson's disease.
105462-24-6,Risedronate,1874X1635,DB00884,"For the treatment of Paget's disease of the bone (osteitis deformans), postmenopausal and glucocorticoid-induced osteoporosis"
113082-98-7,Enalkiren,1874X1708,DB03395,
211915-06-9,Dabigatran etexilate,1874X1788,,"Dabigatran is indicated for the prevention of venous thromboembolic events in patients who have undergone elective hip or knee replacement surgery (based on RE-NOVATE, RE-MODEL, and RE-MOBILIZE trials). In 2010, it was approved in the US and Canada for prevention of stroke and systemic embolism in patients with atrial fibrillation (approval based on the RE-LY trial). Contraindications: severe renal impairment (CrCL < 30 ml/min); haemorrhagic manifestations, bleeding diathesis or spontaneous or pharmacologic impairment of haemostasis; lesions at risk of clinically significant bleeding (e.g. extensive cerebral infarction (haemorrhagic or ischemic) in the last 6 months, active peptic ulcer disease); concomitant treatment with P-glycoprotein inhibitors (e.g. oral ketoconazole, verapamil); and those with known hypersensitivity to dabigatran, dabigatran etexilate or any ingredient used in the formulation or component of the container. As of December 2012, dabigatran is contraindicated in patients with mechanical prosthetic heart valves."
83-12-5,Phenindione,1875X1623,DB00498,"For the treatment of pulmonary embolism, cardiomyopathy, atrial fibrillation and flutter, cerebral embolism, mural thrombosis, and thrombophili. Also used for anticoagulant prophylaxis."
871700-17-3,Trametinib,1875X1854,,"Trametinib is indicated for the treatment of unresectable or metastatic melanoma with BRAF V600E or V600K mutations, as detected by an FDA-approved test [FDA].    In May 2018, it was approved for use with [DB08912] for the treatment of treat anaplastic thyroid cancer caused by an abnormal BRAF V600E gene [L2726]."
13311-84-7,Flutamide,1876X1623,DB00499,For the management of locally confined Stage B2-C and Stage D2 metastatic carcinoma of the prostate
608141-41-9,Apremilast,1876X1770,,Investigated for use/treatment in psoriasis and psoriatic disorders.
25812-30-0,Gemfibrozil,1877X1646,DB01241,For treatment of adult patients with very high elevations of serum triglyceride levels (types IV and V hyperlipidemia) who are at risk of developing pancreatitis (inflammation of the pancreas) and who do not respond adequately to a strict diet.
242138-07-4,Omalizumab,1878X1608,DB00043,For treatment of asthma caused by allergies
80-77-3,Chlormezanone,1878X1643,DB01178,Used in the management of anxiety and in the treatment of muscle spasm.
52485-79-7,Buprenorphine,1879X1635,DB00921,"For the treatment of moderate to severe pain, peri-operative analgesia, and opioid dependence."
923287-50-7,Opicapone,1879X1899,,Opicapone is approved as an adjunctive therapy in adults with Parkinson’s disease and end-of-dose motor fluctuations whose symptoms cannot be stabilized on levodopa/dopa decarboxylase inhibitor combinations [L2336].
58-19-5,Drostanolone,1880X1633,DB00858,"For use in females, for palliation of androgenresponsive recurrent mammary cancer in women who are more than one year but less than five years postmenopausal."
92-13-7,Pilocarpine,1881X1640,DB01085,For the treatment of radiation-induced dry mouth (xerostomia) and symptoms of dry mouth in patients with Sj&ouml;grens syndrome.
51-61-6,Dopamine,2250X1637,DB00988,"For the correction of hemodynamic imbalances present in the shock syndrome due to myocardial infarction, trauma, endotoxic septicemia, open-heart surgery, renal failure, and chronic cardiac decompensation as in congestive failure"
570406-98-3,Avatrombopag,2250X1910,,Indicated for the treatment of thrombocytopenia in adult patients with chronic liver disease who are scheduled to undergo a procedure [FDA label].
9004-66-4,Iron Dextran,2251X1634,DB00893,For treatment of patients with documented iron deficiency in whom oral administration is unsatisfactory or impossible. Also used to replenish body iron stores in Non-Dialysis Dependent-Chronic Kidney Disease (NDD-CKD) patients receiving or not receiving erythropoietin and in Hemodialysis Dependent (HDD-CKD) and Peritoneal Dialysis Dependent (PDD-CKD) - Chronic Kidney Disease patients receiving an erythropoietin.
134-49-6,Phenmetrazine,2252X1632,DB00830,Used as an anorectic in the treatment of obesity.
83-43-2,Methylprednisolone,2253X1636,DB00959,Adjunctive therapy for short-term administration in rheumatoid arthritis.
1350289-85-8,Guselkumab,2253X1905,,Indicated for the treatment of adults with moderate-to-severe plaque psoriasis who are candidates for systemic therapy or phototherapy.
104987-11-3,Tacrolimus,2254X1633,DB00864,"For use after allogenic organ transplant to reduce the activity of the patient's immune system and so the risk of organ rejection. It was first approved by the FDA in 1994 for use in liver transplantation, this has been extended to include kidney, heart, small bowel, pancreas, lung, trachea, skin, cornea, and limb transplants. It has also been used in a topical preparation in the treatment of severe atopic dermatitis."
865854-05-3,Tideglusib,2254X1914,,"Tideglusib was initially formulated for the treatment of Alzheimer and progressive supranuclear palsy.[A31601] The raising interest for the use of tideglusib comes from the significant upregulation of GSK-3 in the brain in patients with Alzheimer disease. Its function as a degradant of β-catenin, was also important, as it prevents the transcription of cell survival genes. All these factors have directed current research towards this kinase as a potential target.[A31603] Alzheimer disease is the most prevalent form of dementia. The most accepted hypothesis to explain this disease is related to the presence of amyloid β, which triggers a cascade that will alter the Tau protein and provoke synaptic dysfunction and neuronal death.[A31605]     GSK-3 importance in the tissue repair pathway has also pointed out a novel application for tideglusib. Thus, it is also under the research for the natural repair treatment of deep caries lesions.[A31602]"
59122-46-2,Misoprostol,2255X1635,DB00929,"Indicated for the treatment of ulceration (duodenal, gastric and NSAID induced) and prophylaxis for NSAID induced ulceration.  Misoprostol is also indicated for other uses that are not approved in Canada, including the medical termination of an intrauterine pregnancy used alone or in combination with methotrexate,as well as the induction of labour in a selected population of pregnant women with unfavourable cervices. This indication is avoided in women with prior uterine surgery or cesarean surgery due to an increased risk of possible uterine rupture. Misoprostol is also used for the prevention or treatment of serious postpartum hemorrhage."
98774-23-3,Tesmilifene,2255X1751,,Intended for the treatment of various forms of cancer.
58-20-8,Testosterone cypionate,2255X1952,DB13943,"Testosterone cypionate is used in males that present conditions derived from a deficiency or absence of endogenous testosterone. These conditions are 1) primary hypogonadism, defined as the testicular failure due to cryptorchidism, bilateral torsion, orchitis, vanishing testis syndrome or orchidectomy; and 2) hypogonadotropic hypogonadism characterized by idiopathic gonadotropin, LHRH deficiency or pituitary-hypothalamic injury from tumors, trauma or radiation.[L1153]"
65277-42-1,Ketoconazole,2256X1638,DB01026,"For the treatment of the following systemic fungal infections: candidiasis, chronic mucocutaneous candidiasis, oral thrush, candiduria, blastomycosis, coccidioidomycosis, histoplasmosis, chromomycosis, and paracoccidioidomycosis."
125926-17-2,Sarpogrelate,2256X1915,,
7020-55-5,Clidinium,2257X1630,DB00771,"For the treatment of peptic ulcer disease and also to help relieve abdominal or stomach spasms or cramps due to colicky abdominal pain, diverticulitis, and irritable bowel syndrome."
56030-54-7,Sufentanil,2258X1628,DB00708,Used as an analgesic adjunct in anesthesia and as a primary anesthetic drug in procedures requiring assisted ventilation and in the relief of pain.
9005-49-6,Dalteparin,2258X1789,,"Dalteparin is used as a prophylaxis for deep-vein thrombosis and pulmonary embolisms in patients undergoing general surgery (e.g., abdominal, gynecologic, urologic), and in patients with acute medical conditions (e.g. cancer, bed rest, heart failure, severe lung disease). It is also used in patients who have severely restricted mobility, which poses a risk for thromboembolic complications.     Dalteparin is also used concomitantly with aspirin and/or other therapy (e.g., nitrates, β-adrenergic blockers, clopidogrel, platelet glycoprotein [GP] IIb/IIIa-receptor inhibitors) to reduce the risk of acute cardiac ischemic events. The patients who undergo this treatment combination have unstable angina or non-ST-segment elevation/non-Q-wave myocardial infarction (i.e., non-ST-segment elevation acute coronary syndromes).    It is also used in the prevention of clotting during hemodialysis and hemofiltration in connection with acute renal failure or chronic renal insufficiency."
548-73-2,Droperidol,2259X1620,DB00450,Droperidol is ssed to produce tranquilization and to reduce the incidence of nausea and vomiting in surgical and diagnostic procedures.
51-48-9,Levothyroxine,2260X1620,DB00451,"For use alone or in combination with antithyroid agents to treat hypothyroidism, goiter, chronic lymphocytic thyroiditis, myxedema coma, and stupor."
322-79-2,Triflusal,2260X1850,,"Triflusal is indicated as prophylaxis of thromboembolic disorders.[L1185] It has been registered in Spain and in other countries of Europe, South America and South Korea for the prevention of Stroke and myocardial infarction.[T93]"
11056-06-7,Bleomycin,2261X1615,DB00290,"For palliative treatment in the management malignant neoplasm (trachea, bronchus, lung), squamous cell carcinoma, and lymphomas."
138890-62-7,Brinzolamide,2262X1641,DB01194,For the treatment of elevated intraocular pressure in patients with ocular hypertension or open-angle glaucoma.
574-12-9,Isoflavone,2262X1908,,Indicated for over-the-counter use as a dietary supplement for increasing bone density and regulating blood fat.
122852-42-0,Alosetron,2263X1634,DB00969,Only for the treatment of symptoms of severe diarrhea-predominant irritable bowel syndrome (IBS) in women with chronic symptoms (generally lasting greater than 6 months) who does not present with anatomic or biochemical GI abnormalities and have not responded to conventional therapy.
89226-50-6,Manidipine,2264X1860,,For the treatment of hypertension.
120014-06-4,Donepezil,2265X1630,DB00843,For the palliative treatment of mild to moderate dementia of the Alzheimer's type.
163521-12-8,Vilazodone,2265X1784,,"Vilazodone is approved for treatment of acute episodes of major depression. Labeling of vilazodone describes an increased risk of suicidal thoughts in children, adolescents and young adults. The use of vilazodone in pediatrics is not indicated. Its use with monoamine oxidase inhibitors (MAOI) is contraindicated due to increased risk of serotonin syndome. Once the MAOI is discontinued, a 14-day washout period must pass before starting vilazodone."
943319-70-8,Ponatinib,2265X1850,DB08901,"Ponatinib is indicated for the treatment of adult patients with chronic phase, accelerated phase, or blast phase chronic myeloid leukemia (CML) that is resistant or intolerant to prior tyrosine kinase inhibitor therapy or Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ALL) that is resistant or intolerant to prior tyrosine kinase inhibitor therapy."
19216-56-9,Prazosin,1866X1622,DB00457,"For treatment of hypertension, symptomatic benign prostatic hyperplasia, and severe congestive heart failure. May also be used alone or in combination with &beta;-blockers in the preoperative management of signs and symptoms of pheochromocytoma."
51384-51-1,Metoprolol,1867X1616,DB00264,"For the management of acute myocardial infarction, angina pectoris, heart failure and mild to moderate hypertension. May be used to treat supraventricular and tachyarrhythmias and as prophylaxis for migraine headaches."
552-94-3,Salsalate,1867X1650,,"For relief of the signs and symptoms of rheumatoid arthritis, osteoarthritis and related rheumatic disorders."
58-08-2,Caffeine,1868X1614,DB00201,"For management of fatigue, orthostatic hypotension, and for the short term treatment of apnea of prematurity in infants."
77-02-1,Aprobarbital,1868X1649,,
138068-37-8,Lepirudin,1869X1608,DB00001,For the treatment of heparin-induced thrombocytopenia
364-62-5,Metoclopramide,1869X1646,DB01233,"For the treatment of gastroesophageal reflux disease (GERD). It is also used in treating nausea and vomiting, and to increase gastric emptying."
